YEAR,ST_CASE,VEH_NO,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2015,10058,2,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10059,1,2,2,0,2,1,1,1,4,2,3,1998,2,2
2015,10060,1,1,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10060,2,4,2,0,2,1,1,2,4,2,3,2004,2,2
2015,10061,1,2,1,0,1,2,2,2,4,1,3,2006,2,2
2015,10062,1,2,2,0,2,1,1,2,4,2,3,1983,2,2
2015,10063,1,1,1,0,1,2,2,2,4,2,3,2004,2,2
2015,10064,1,2,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10065,1,1,2,0,2,1,1,2,4,1,3,2003,2,2
2015,10065,2,3,4,0,1,1,1,2,4,2,3,2000,2,2
2015,10066,1,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10067,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10067,2,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,10067,3,3,2,0,2,1,1,2,4,2,3,2013,2,2
2015,10067,4,3,2,0,2,1,1,1,4,2,3,2002,2,2
2015,10068,1,2,1,0,1,2,2,2,4,1,3,1997,2,2
2015,10069,1,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,10069,2,1,6,0,2,1,1,2,4,2,3,2008,2,2
2015,10070,1,2,2,0,2,1,1,2,4,1,3,1990,2,2
2015,10071,1,3,2,0,2,1,1,1,4,1,3,2005,2,2
2015,10071,2,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10072,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,10073,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,10074,1,3,2,0,2,2,2,2,4,2,3,1995,2,2
2015,10074,2,1,5,0,2,1,1,2,4,2,3,2012,2,2
2015,10074,3,6,2,0,2,1,1,1,4,2,3,2012,2,2
2015,10074,4,1,2,0,2,2,2,2,4,2,3,2005,2,2
2015,10075,1,1,2,0,2,1,1,2,4,2,3,2000,2,2
2015,10075,2,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10076,1,2,2,0,2,1,1,2,4,1,3,2013,2,2
2015,10077,1,3,2,0,2,1,1,2,4,2,3,1997,2,2
2015,10078,1,6,1,0,1,1,1,1,4,2,3,2007,2,2
2015,10079,1,2,2,0,2,1,1,2,4,2,3,2014,2,2
2015,10080,1,1,2,0,1,1,1,2,4,1,3,1999,2,2
2015,10081,1,1,2,0,2,1,1,2,4,1,3,2001,2,2
2015,10081,2,1,4,0,2,1,1,2,4,2,3,2005,2,2
2015,10082,1,3,1,0,1,1,1,2,4,2,3,2003,2,2
2015,10083,1,3,2,0,1,2,2,2,4,1,3,2002,2,2
2015,10083,2,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10084,1,2,2,0,2,1,1,2,4,1,3,2005,2,2
2015,10084,2,1,4,0,2,1,1,2,4,2,3,2001,2,2
2015,10084,3,6,5,0,2,1,1,1,4,2,3,2000,2,2
2015,10085,1,3,2,0,1,1,1,2,4,2,3,2004,2,2
2015,10086,1,2,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10086,2,1,2,0,2,2,2,2,4,2,3,2012,2,2
2015,10087,1,1,2,0,2,1,1,2,4,1,3,2005,2,2
2015,10088,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,10089,1,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,10090,1,2,2,0,2,2,2,2,4,2,3,2005,2,2
2015,10090,2,1,4,0,2,1,1,2,4,2,3,2002,2,2
2015,10091,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10091,2,1,5,0,2,1,1,2,4,2,3,2007,2,2
2015,10092,1,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10092,2,7,1,0,2,4,1,2,1,2,3,2005,2,2
2015,10093,1,1,3,0,2,1,1,2,4,1,3,2012,2,2
2015,10093,2,1,2,0,2,1,1,2,4,2,3,2014,2,2
2015,10093,3,2,2,0,2,1,1,1,4,2,3,2007,2,2
2015,10094,1,1,2,0,1,1,1,2,4,2,3,2015,2,2
2015,10095,1,6,2,0,2,1,1,1,4,2,3,1998,2,2
2015,10095,2,3,4,0,2,1,1,2,4,2,3,2012,2,2
2015,10095,3,2,7,0,1,1,1,2,4,2,3,1992,2,2
2015,10095,4,1,7,0,2,1,1,2,4,2,3,2002,2,2
2015,10095,5,1,7,0,2,1,1,2,4,2,3,2003,2,2
2015,10095,6,1,7,0,2,1,1,2,4,2,3,2006,2,2
2015,10095,7,3,7,0,2,1,1,2,4,2,3,2014,2,2
2015,10095,8,1,7,0,2,1,1,2,4,2,3,2010,2,2
2015,10095,9,6,7,0,2,1,1,1,4,2,3,2007,2,2
2015,10095,10,6,2,0,2,1,1,1,4,2,3,2002,2,2
2015,10096,1,1,5,0,2,2,2,2,4,1,3,2003,2,2
2015,10097,1,2,2,0,2,1,1,2,4,2,3,1999,2,2
2015,10097,2,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10098,1,3,2,0,2,2,2,2,4,2,3,2004,2,2
2015,10099,1,9,6,0,1,2,2,2,4,2,3,9999,2,2
2015,10101,1,1,1,0,1,1,1,2,4,1,3,2006,2,2
2015,10102,1,1,5,0,2,2,2,2,4,1,3,2004,2,2
2015,10103,1,2,2,0,2,2,2,2,4,1,3,1990,1,2
2015,10104,1,1,2,0,2,1,1,2,4,2,3,1995,2,2
2015,10104,2,2,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10105,1,1,2,0,2,2,2,2,4,2,3,2012,2,2
2015,10106,1,1,4,0,2,1,1,2,4,1,3,2009,2,2
2015,10107,1,1,3,0,2,2,2,2,4,2,3,2002,2,2
2015,10107,2,2,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10108,1,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10108,2,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10109,1,1,2,0,2,2,2,2,4,2,3,2000,2,2
2015,10109,2,3,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10109,3,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10110,1,7,2,0,2,4,1,2,1,2,3,1998,2,2
2015,10111,1,2,2,0,1,1,1,2,4,1,3,1996,2,2
2015,10112,1,1,2,0,1,1,1,2,4,2,3,2001,2,2
2015,10113,1,3,2,0,2,2,2,2,4,2,3,2004,2,2
2015,10114,1,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10114,2,3,4,0,2,1,1,2,4,2,3,1996,2,2
2015,10115,1,3,1,0,1,1,1,2,4,2,3,1997,2,1
2015,10116,1,6,2,0,2,1,1,1,4,2,3,2013,2,1
2015,10116,2,7,4,0,2,4,1,1,1,2,3,1997,2,2
2015,10117,1,3,4,0,2,3,3,3,4,2,3,2003,2,2
2015,10117,2,2,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10118,1,1,2,0,2,1,1,2,4,2,3,1997,2,2
2015,10119,1,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,10119,2,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10120,1,1,3,0,2,2,2,2,4,1,3,2003,2,2
2015,10120,2,6,2,0,2,1,1,1,4,2,3,2008,2,2
2015,10121,1,7,2,0,2,4,2,2,2,1,3,2006,2,2
2015,10121,2,3,4,0,2,1,1,2,4,2,3,2014,2,2
2015,10122,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10123,1,2,2,0,2,1,1,1,4,2,3,2007,2,2
2015,10123,2,1,2,0,1,1,1,1,4,2,3,2012,2,2
2015,10124,1,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10125,1,2,2,0,2,1,1,2,4,2,3,2000,2,2
2015,10126,1,2,2,0,2,1,1,2,4,2,3,2003,2,2
2015,10126,2,3,2,0,1,1,1,2,4,2,3,2006,2,2
2015,10127,1,1,3,0,2,1,1,2,4,2,3,2005,2,2
2015,10127,2,2,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10128,1,9,2,0,2,3,3,3,4,1,3,9999,2,2
2015,10129,1,1,5,0,2,1,1,2,4,2,3,1999,2,2
2015,10129,2,3,2,0,2,2,2,2,4,2,3,1995,2,2
2015,10130,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10130,2,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10131,1,1,2,0,2,1,1,2,4,2,3,1997,2,2
2015,10132,1,1,3,0,2,2,2,2,4,2,3,1996,2,1
2015,10132,2,1,2,0,2,1,1,2,4,2,3,2014,2,2
2015,10133,1,6,5,0,2,1,1,1,4,2,3,2015,2,2
2015,10133,2,2,2,0,2,1,1,2,4,2,3,1993,2,2
2015,10134,1,1,5,0,2,1,1,2,4,2,3,2010,2,2
2015,10134,2,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10135,1,1,3,0,2,1,1,2,4,1,3,2001,2,2
2015,10135,2,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,10135,3,2,6,0,2,1,1,1,4,2,3,2010,2,2
2015,10136,1,2,5,0,2,1,1,2,4,2,3,2013,2,2
2015,10137,1,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,10138,1,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,10138,2,6,2,0,2,1,1,1,4,2,3,2003,2,2
2015,10138,3,3,2,0,1,1,1,2,4,2,3,2001,2,2
2015,10139,1,1,5,0,2,1,1,2,4,2,3,1993,2,2
2015,10139,2,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10139,3,6,2,0,1,1,2,2,4,2,3,2013,2,2
2015,10140,1,2,2,0,2,2,2,2,4,2,3,1999,2,2
2015,10140,2,2,2,0,2,1,1,1,4,2,3,2003,2,2
2015,10141,1,6,2,0,2,1,1,1,4,2,3,2012,2,2
2015,10141,2,1,4,0,2,1,1,2,4,2,3,2008,2,2
2015,10141,3,1,4,0,2,1,1,2,4,2,3,2012,2,2
2015,10141,4,2,3,0,2,1,1,2,4,2,3,2000,2,2
2015,10141,5,1,4,0,2,1,1,2,4,2,3,2007,2,2
2015,10141,6,6,4,0,2,1,1,1,4,2,3,2007,2,2
2015,10141,7,6,4,0,2,1,1,1,4,2,3,2014,2,2
2015,10141,8,3,4,0,2,1,1,2,4,2,3,2015,2,2
2015,10141,9,4,4,0,2,1,1,2,4,2,3,2015,2,2
2015,10142,1,7,2,0,2,4,1,2,1,2,3,1990,2,2
2015,10143,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10143,2,7,2,0,2,4,1,1,1,2,3,1997,2,2
2015,10144,1,3,2,0,2,1,1,2,4,2,3,1995,2,2
2015,10144,2,3,2,0,2,2,2,2,4,2,3,2003,2,2
2015,10145,1,7,2,0,2,4,2,2,2,2,3,2000,2,2
2015,10145,2,1,5,0,2,1,1,2,4,2,3,2014,2,2
2015,10146,1,1,2,0,2,2,2,2,4,2,3,2002,2,2
2015,10146,2,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,10146,3,1,4,0,2,1,1,2,4,2,3,2003,2,2
2015,10147,1,2,2,0,2,1,1,2,4,1,3,2006,2,2
2015,10147,2,6,2,0,1,1,1,1,4,2,3,2001,2,2
2015,10148,1,3,2,0,2,1,1,2,4,2,3,2001,2,2
2015,10149,1,5,2,0,2,1,1,2,4,1,3,1993,2,2
2015,10150,1,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10150,2,2,2,0,2,1,1,1,4,2,3,2010,2,2
2015,10151,1,1,2,0,2,1,1,2,4,2,3,1966,2,2
2015,10152,1,2,2,0,2,1,1,1,4,2,3,2004,2,2
2015,10152,2,6,2,0,1,1,1,1,4,2,3,2009,2,2
2015,10153,1,3,2,0,2,1,1,2,4,2,3,2004,2,2
2015,10153,2,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10153,3,2,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10153,4,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10153,5,3,2,0,2,1,1,1,4,2,3,2000,2,2
2015,10154,1,2,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10155,1,1,7,0,1,2,2,2,4,2,3,2010,2,2
2015,10155,2,6,3,0,2,1,1,1,4,2,3,2015,2,2
2015,10156,1,4,2,0,1,1,1,2,4,2,3,1990,2,2
2015,10157,1,2,2,0,1,1,1,2,4,2,3,2000,2,2
2015,10157,2,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,10158,1,1,3,0,2,1,1,2,4,2,3,2006,2,2
2015,10158,2,3,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10159,1,1,2,0,2,1,1,2,4,2,3,1990,2,2
2015,10160,1,1,3,0,2,1,1,2,4,2,3,2005,2,2
2015,10161,1,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,10161,2,1,2,0,1,1,1,2,4,2,3,2013,2,2
2015,10162,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,10163,1,1,5,0,2,1,1,2,4,2,3,2012,2,2
2015,10163,2,6,2,0,2,1,1,1,4,2,3,2003,2,2
2015,10164,1,1,3,0,2,1,1,2,4,1,3,1994,2,2
2015,10165,1,2,5,0,2,1,1,2,4,1,3,1994,2,2
2015,10165,2,3,2,0,2,1,1,2,4,2,3,2011,2,2
2015,10166,1,1,5,0,2,1,1,2,4,1,3,1997,2,2
2015,10167,1,1,2,0,2,1,1,2,4,1,3,2003,1,2
2015,10168,1,2,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10169,1,1,3,0,2,1,1,2,4,2,3,1994,2,2
2015,10169,2,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10170,1,4,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10170,2,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,10171,1,7,2,0,2,4,1,1,1,2,3,2004,2,2
2015,10171,2,5,2,0,2,1,1,1,4,2,3,2002,2,2
2015,10172,1,3,2,0,2,1,1,2,4,2,3,2011,2,2
2015,10172,2,8,2,0,2,1,1,1,4,2,1,2008,2,2
2015,10173,1,1,3,0,1,2,2,2,4,2,3,1999,2,2
2015,10173,2,1,2,0,2,1,1,2,4,2,3,2001,2,2
2015,10174,1,1,4,0,2,1,1,2,4,2,3,1996,2,2
2015,10174,2,2,2,0,2,1,1,1,4,2,3,2007,1,2
2015,10175,1,4,2,0,2,1,1,2,4,1,3,2003,2,2
2015,10176,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10177,1,1,5,0,2,2,2,2,4,2,3,2001,2,2
2015,10177,2,2,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10178,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,10179,1,7,5,0,2,4,1,2,1,2,3,2007,2,2
2015,10179,2,2,2,0,2,1,1,2,4,2,3,2004,2,2
2015,10180,1,1,3,0,2,1,1,2,4,2,3,2007,2,2
2015,10180,2,2,2,0,2,1,1,1,4,2,3,2014,2,2
2015,10180,3,1,2,0,2,1,1,2,4,2,3,2014,2,2
2015,10181,1,3,2,0,1,1,1,2,4,1,3,2007,1,2
2015,10182,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,10182,2,2,2,0,2,1,1,2,4,1,3,2010,2,2
2015,10183,1,1,2,0,2,1,1,2,4,2,3,1998,2,2
2015,10184,1,2,4,0,1,1,1,2,4,1,3,1998,2,2
2015,10185,1,1,3,0,2,1,1,2,4,2,3,2010,2,2
2015,10186,1,2,2,0,1,1,1,2,4,1,3,2006,2,2
2015,10187,1,3,3,0,2,1,1,2,4,1,3,1995,2,2
2015,10188,1,3,2,0,2,1,1,2,4,2,3,2001,2,2
2015,10188,2,6,2,0,2,1,1,1,4,2,3,2007,2,2
2015,10189,1,2,2,0,1,1,1,2,4,2,3,1997,2,1
2015,10189,2,1,2,0,2,1,1,1,4,2,3,2011,2,2
2015,10190,1,3,2,0,1,1,1,2,4,1,3,2015,2,2
2015,10190,2,4,2,0,2,1,1,2,4,2,3,2006,2,2
2015,10191,1,2,1,0,1,1,1,2,4,2,3,2010,2,2
2015,10192,1,1,1,0,1,1,1,2,4,2,3,1997,2,2
2015,10193,1,3,2,0,2,1,1,2,4,2,3,1996,2,2
2015,10193,2,2,2,0,2,1,1,2,4,2,3,1997,2,2
2015,10194,1,2,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10194,2,2,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10195,1,2,2,0,2,2,2,2,4,1,3,2006,2,2
2015,10195,2,1,5,0,2,1,1,2,4,2,3,2015,2,2
2015,10196,1,2,2,0,1,1,1,2,4,2,3,2000,2,2
2015,10197,1,6,4,0,2,1,1,1,4,2,3,2000,2,2
2015,10197,2,7,2,0,2,4,1,2,1,2,3,2005,2,2
2015,10198,1,1,3,0,2,1,1,2,4,2,3,2005,2,2
2015,10198,2,2,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10199,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10199,2,3,2,0,2,1,1,2,4,2,3,1999,2,2
2015,10200,1,3,3,0,2,1,1,2,4,2,3,2000,2,2
2015,10200,2,2,2,0,2,2,2,2,4,2,3,1993,2,2
2015,10201,1,3,2,0,2,1,1,2,4,1,3,1999,2,2
2015,10202,1,2,2,0,1,1,1,2,4,2,3,1999,2,2
2015,10202,2,2,2,0,2,1,1,2,4,2,3,2000,2,2
2015,10203,1,1,2,0,2,1,1,2,4,1,3,2008,2,2
2015,10203,2,6,4,0,2,1,1,1,4,2,3,2006,2,2
2015,10204,1,3,1,0,1,2,2,2,4,1,3,2005,2,2
2015,10205,1,1,5,0,1,1,1,2,4,2,3,2011,2,2
2015,10206,1,2,2,0,2,2,2,2,4,2,3,2006,2,2
2015,10207,1,1,3,0,2,1,1,2,4,1,3,2003,2,2
2015,10207,2,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,10208,1,1,2,0,2,1,1,2,4,2,3,1991,2,2
2015,10209,1,2,2,0,2,1,1,2,4,2,3,2003,1,2
2015,10209,2,1,3,0,2,1,1,2,4,2,3,2010,2,2
2015,10210,1,3,1,0,1,1,1,2,4,1,3,2005,2,2
2015,10211,1,3,2,0,1,1,1,2,4,2,3,2008,2,2
2015,10211,2,1,2,0,2,1,1,2,4,2,3,1994,2,2
2015,10212,1,6,2,0,1,1,1,1,4,2,3,2003,2,2
2015,10213,1,3,2,0,2,1,1,2,4,1,3,2003,2,2
2015,10213,2,2,2,0,2,1,1,2,4,2,3,1999,2,2
2015,10214,1,2,5,0,2,1,1,2,4,2,3,2004,2,2
2015,10214,2,7,2,0,2,4,2,2,2,2,3,2015,2,2
2015,10215,1,7,2,0,2,4,1,2,1,2,3,2004,2,2
2015,10216,1,3,1,0,1,1,1,2,4,2,3,1995,2,2
2015,10217,1,1,2,0,1,1,1,2,4,1,3,2006,2,2
2015,10218,1,4,2,0,2,1,1,2,4,2,3,2010,2,2
2015,10218,2,9,4,0,2,1,1,1,4,2,3,1997,2,2
2015,10219,1,1,2,0,2,2,2,2,4,2,3,2008,2,2
2015,10219,2,2,2,0,2,1,1,2,4,2,3,1996,2,2
2015,10220,1,1,2,0,1,1,1,2,4,2,3,1996,1,2
2015,10221,1,2,5,0,1,1,1,2,4,1,3,1987,2,2
2015,10222,1,1,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10222,2,6,2,0,2,1,1,1,4,2,3,1997,2,2
2015,10223,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,10223,2,1,4,0,2,1,1,2,4,2,3,2015,2,2
2015,10224,1,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,10225,1,1,3,0,1,1,1,2,4,2,3,2012,2,2
2015,10225,2,3,2,0,2,2,2,2,4,2,3,1997,2,2
2015,10226,1,2,6,0,1,1,1,2,4,2,3,2000,2,2
2015,10227,1,2,1,0,1,2,2,2,4,2,3,1998,2,2
2015,10228,1,2,2,0,2,1,1,2,4,2,3,1995,2,2
2015,10229,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,10229,2,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,10230,1,1,2,0,1,1,1,2,4,2,3,2014,2,2
2015,10231,1,3,1,0,1,1,1,1,4,2,3,1999,2,1
2015,10232,1,1,2,0,2,1,1,2,4,2,3,1999,2,2
2015,10233,1,2,2,0,1,2,2,2,4,2,3,2002,2,2
2015,10234,1,2,2,0,2,1,1,2,4,2,3,1993,2,2
2015,10235,1,6,7,0,1,1,1,1,4,2,3,2001,2,2
2015,10236,1,3,1,0,1,2,2,2,4,1,3,1995,2,2
2015,10237,1,1,3,0,2,1,1,2,4,1,3,2010,2,2
2015,10238,1,3,2,0,1,1,1,2,4,1,3,2004,2,2
2015,10239,1,2,1,0,1,1,1,2,4,2,3,2003,1,2
2015,10240,1,2,2,0,2,2,2,2,4,2,3,2001,2,2
2015,10241,1,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,10241,2,4,2,0,2,1,1,2,4,2,3,2007,2,2
2015,10242,1,1,2,0,2,1,1,2,4,1,3,2007,2,2
2015,10243,1,7,1,0,2,4,1,2,1,2,3,2001,2,2
2015,10244,1,2,2,0,2,1,1,2,4,2,3,2001,2,2
2015,10244,2,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,10245,1,2,1,0,1,2,2,2,4,2,3,1994,2,2
2015,10246,1,2,2,0,1,1,1,2,4,2,3,2004,2,2
2015,10247,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,10248,1,1,2,0,1,1,1,2,4,2,3,2012,2,2
2015,10249,1,3,1,0,1,1,1,2,4,1,3,1999,2,2
2015,10250,1,2,2,0,2,2,2,2,4,2,3,1998,1,2
2015,10250,2,1,2,0,2,1,1,2,4,2,3,1990,2,2
2015,10251,1,3,2,0,2,1,1,2,4,1,3,2004,2,2
