146,#MilitaryMonday #2A  #K9
147,"North Carolina, USA"
148,"Jerseyville, IL"
149,Rocky Mountains
150,"Tucson, AZ"
151,United States
152,Midcoast Maine
153,"New Jersey, USA"
154,San Diego CA
155,"Mesa, AZ"
156,Atlanta
157,Chicago IL
158,South-central PA
159,"Texas, USA"
160,"California, USA"
161,"yukon,ok"
162,"Montgomery, AL"
163,"San Francisco, CA"
164,"aurora, ON"
165,the village
166,"San Anselmo, California"
167,"Jerseyville, IL"
168,"AK-Valley, PA"
169,Georgia/Florida  
170,"San Francisco, CA"
171,1 of 13 rebellious colonies
172,Dublin
173,"New Mexico, USA"
174,Paradise
175,NC
176,"Cheverly, MD"
177,Chicago IL
178,Paris France
179,"Cane Ridge, TN"
180,"San Anselmo, California"
181,The Desert of the SW
182,17870
183,United States
184,"Los Angeles, CA"
185,"Cheyenne, WY"
186,"columbia, md"
187,MA
188,Republic Of Texas
189,Madison WI
190,TEXAS
191,cedar park
192,United States
193,United States 
194,United States
195,"Harford County, Maryland"
196,somewhere
197,"San Anselmo, California"
198,Austin TX
199,"Alexandria, VA"
200,Spain.
201,Missouri
202,third rock
203,"Michigan, USA"
204,"San Diego, CA"
205,USA
206,"San Diego, CA"
207,"Buffalo, NY"
208,Detroit
209,Palm Beach FL
210,"Owens Cross Roads, Al"
211,"Greenwich, CT"
212,"Geraardsbergen, Belgi"
213,"Tennessee, USA"
214,de_nuke
215,United States of America
216,"Your Street, USA"
217,twitter
218,"Las Vegas, NV "
219,"Golden, CO"
220,Ohio
221,"Point Enterprise, TX"
222,Santa Monica Ca
223,midlands per 1 newsman
224,Nigeria
225,"California, USA"
226,Conservative Colorado
227,"Las Vegas, NV"
228,"Texas, USA-Ohio USA"
229,California
230,Your dad's asshole
231,Surprise .Arizona
232,TEXAS
233,USA
234,Glasgow
235,"Retired Educator, BS, MA, CNC"
236,"Owens Cross Roads, Al"
237,"S.F Bay Area, CA."
238,Brooklyn ny
239,USA
240,"Colorado, USA"
241,"New Mexico, USA"
242,"North Carolina, USA"
243,"Georgia, USA"
244,Philadelphia  Harrisburg 
245,Texas yall 
246,Earth
247,somewhere on earth
248,United States
249,United States
250,United States
251,City of Angels
252,"Florida, USA"
253,"Washington, DC"
254,United States
255,Madison WI
256,Georgia/Florida  
257,USA 
258,"Oklahoma City, OK"
259,"Homerville, GA"
260,"Georgia, USA"
261,"Florida, USA"
262,"Washington, DC"
263,Heavanian
264,NYSC 
265,Southern California
266,1st gen/Spanish/USA
267,Earth    
268,"Chicago, Los Angeles, Atlanta, Phoenix "
269,"Greenwich, CT"
270,United kingdom
271,"Idaho, USA"
272,"Highlands Ranch, CO"
273,"Michigan, USA"
274,"Texas, USA"
275,TEXAS
276,USA
277,"Florida, USA"
278,Jus' setting here
279,Stoke on Trent 
280,Paris France
281,"Naperville, IL"
282,somewhere
283,"Winter Park, FL"
284,Democrats Free America
285,United States
286,"Federal Way, WA"
287,United States
288,"New Hampshire, USA"
289,"Cheverly, MD"
290,"Manhattan, NY"
291,Michigan
292,LAKE ORION MICHIGAN
293,Gypsy
294,"Las Vegas, NV"
295,"ft lauderdale, florida"
296,"Ohio, USA"
297,USA
298,"Iowa, USA"
299,Santa Monica Ca
300,"Merritt Island, FL"
301,Greentown pa
302,Underneath It All
303,United States
304,Springfield Ohio
305,TEXAS
306,Arizona
307,New York City
308,Jersey Girl
309,Dallastx
310,U.S.A. 
311,"Philadelphia, Pa."
312,Hackensack NJ
313,Just 1 Super Bowl before I die
314,"Mechanicsburg, PA"
315,"Las Vegas, NV"
316,Santa Monica Ca
317,Krishnamurti 
318,The Old Dominion
319,#Rochester_New_York 
320,"Memphis, TN"
321,LA 
322,"Washington, DC"
323,"Branson, MO"
324,United States 
325,United States
326,City of Angels
327,NYC
328,United States
329,"South Carolina, USA"
330,"Whitecourt, Alberta"
331,"McLean, VA"
332,"Connecticut, USA"
333,Cul de Sac off Copperhead Rd
334,Arizona
335,midlands per 1 newsman
336,Cambridgeshire planet Earth
337,Brugge / Varsenare (Jabbeke)
338,Margarita - Venezuela
339,"Birmingham, AL"
340,"ft lauderdale, florida"
341,NC
342,Here
343,"West Hollywood, California"
344,Washington DC
345,"Modesto, California. USA"
346,"Oklahoma City, OK"
347,#UniteBlue 
348,"Owens Cross Roads, Al"
349,#UniteBlue 
350,Michigan 
351,New York 
352, USA
353,queens
354,"Portland, OR"
355,Hackensack NJ
356,North Cali
357,           Southern California
358,"Auburn, WA"
359,Hackensack NJ
360,"Florida, USA"
361," Canada, eh?"
362,"San Rafael, California"
363,Reality
364,Ulaanbaatar Mongolia
365,Tucson
366,"Lewisville, TX"
367,"Evansville, IN"
368,"Owings Mills, Maryland, USA"
369,"Orange County, CA"
370,not in DubC
371,Nigeria
372,"Savannah, GA  Washington DC"
373,"Southport, IN"
374," Born & Raised Midwood, Brooklyn now JerseyGurl "
375,United States
376,"Columbus, OH"
377,USA
378,CyberSpace
379,"Indy / Northern,Ky"
380,South Pole
381,"Georgia, USA"
382,St. Louis Rome Of The West
383,"California, USA"
384,"NJ, USA"
385,United States
386,PHILLY/SoJo/StateCollege
387,"Gunsense, USA"
388,james island (paradise) stay away!
389,"New York, NY"
390,"Illinois, USA"
391,Lothian
392,"Hernando, FL"
393,America
394,United States
395,USA
396,"Colorado, USA"
397,"Caldwell,Id"
398,"Nevernever Land, PA"
399,United States
400,"Lexington, KY"
401,"South Carolina, US"
402,"Ann Arbor,MI/ Hillsdale.MI"
403,"New York, USA"
404,United States
405,United States
406,Desert SW and Land-of-Lakes
407,"Florida, USA"
408,"Greenville, TX"
409,"Texas, USA"
410,Pennsylvania
411,"Florida, USA"
412,"Penn Hills, PA ( Pittsburgh ) "
413,"Bedford, Texas"
414,A votre avis ?
415," Born & Raised Midwood, Brooklyn now JerseyGurl "
416,United States
417,USA
418,"Glen Allen, VA"
419,"Colorado, USA"
420,United States
421,"Lake Havasu City, AZ"
422, NY
423,United States
424,Toronto
425,"Clifton, NJ"
426,"Charlotte, NC "
427,"Florida, USA"
428,United States
429,"North Carolina, USA"
430,"North Las Vegas, NV"
431,"Clifton, NJ"
432," SW Washington, USA"
433,"Virginia, USA"
434,"Ohio, USA"
435,Unicorn Mountain
436,United States
437,Monterey Ca
438,TEXAS
439,United States
440,DFW TEXAS
441,"Knoxville, TN"
442,Brooklyn NY
443,"Carson, WA, USA"
444,Cashiers NC
445,USA
446,"Colorado, USA"
447," Born & Raised Midwood, Brooklyn now JerseyGurl "
448,"New York, USA"
449,Ohio
450,"Florida, USA"
451,Nigeria
452,"Tucson, AZ"
453,The Lagoon
454,"Michigan, USA"
455,The Court of Public Opinion.
456,Cashiers NC
457,"Nevada, USA"
458,United States
459,New Jeresy
460,United States 
461,Brooklyn NY
462,Usa
463,"Philadelphia, PA"
464,"Arden, NC"
465,"Florida, USA"
466,FL
467,California 
468,Salem Oregon
469,"Florida, USA "
470,"Texas, USA"
471,"Lowell, MA"
472,MASSACHUSETTS
473,USA
474,Work
475,"Lowell, MA"
476," Born & Raised Midwood, Brooklyn now JerseyGurl "
477,"Boulder, CO"
478,"None, Piemonte"
479,USA
480,"S.F Bay Area, CA."
481,"Texas, USA"
482,N'n USA
483,"Golden, CO"
484,"Newburyport, MA"
485,USA
486,Seattle
487,"New Mexico, USA"
488,Confederate States
489,Nigeria
490,"Newfoundland and Labrador, Can"
491,US
492,USA
493,USA
494,North Carolina USA
495,"Portland, Oregon"
496,Oklahoma
497,The hills above Santa Cruz. 
498,Kharf
499,"Los Angeles, CA"
500,"Massachusetts, USA"
501,"Henrico, VA"
502,"Sarasota,FL /Shelton,CT"
503," Born & Raised Midwood, Brooklyn now JerseyGurl "
504,Minnesota
505,anchorage ak
506,Worldwide
507,Nigeria
508,United States
509,"Youngstown,OH"
510,Johnson Weld 2016
511,"Tucson, AZ"
512,"columbia, md"
513,United States
514,"Calgary, Alberta"
515,"North Arlington, NJ"
516,"Orient, Iowa"
517,"Illinois, USA"
518,"Chicago, IL"
519,Middle of BosWash conurbation
520,United States
521,USA
522,United States
523,Tennessee
524,North Korea
525,"Iganga, Uganda"
526,"Plano, Tx"
527,"Toronto, Ontario"
528,brooklyn ny
529,"Galveston, TX"
530,United States
531,"California, USA"
532,Dixie USA
533,New Jersey
534,Missouri
535,"Florida, USA"
536,"T: 30.488297,-87.19983"
537,Kingdom of Heaven
538,"Houston, Texas"
539,"Hawaii, USA"
540,USA
541,"Tarpon Springs, FL"
542,USA
543,USA
544,America..USA
545,"Nashville, TN"
546,"NJ Native, NC, SC border now"
547,"Toronto, Ontario"
548,"grand rapids, michigan"
549,"Va. Beach, Virginia "
550,"New Jersey, USA"
551,"South West, England"
552,"Boquete, Republic of Panama"
553,Florida
554,"Culpepper, VA"
555,"This great country, USA."
556,"Surprise, AZ"
557,United States
558,Bet you'd like to know
559,"Cumming, GA"
560,Gypsy
561,"LOZ - Fayette, MO"
562,"North Carolina, USA"
563,Haarlem - The Netherlands
564,earth
565,"NYC, Super Power Land"
566,New York City
567,United States
568,Rockville MD
569,"California, USA"
570,At the Gates of Hell
571,"Nutley, NJ"
572,Texas
573,USA
574,Undercover
575,"Ohio, USA"
576,USA
577,"Forest Park, GA"
578,"West Chester, PA"
579,Cashiers NC
580,USA
581,Chocowinity NC
582,"Florida, USA"
583,"San Diego, CA"
584,"North Pole, AK"
585,DC
586,new jersey
587,Florida
588,USA
589,"New York, USA"
590,"Charlotte, NC"
591,"Culpepper, VA"
592,"Beverly Hills, CA"
593,"grand rapids, michigan"
594,"New Mexico, USA"
595,"Texas, USA"
596,"New Hampshire, USA"
597,"Walla Walla, WA"
598,"Harrisburg, PA"
599,"New Jersey, USA"
600,Vancouver WA
601,U.S.A.
602,U.S.A.
603,      #MakeAmericaGreatAgain
604,"Philadelphia, PA"
605,Georgia
606,Dwelling with you.......Earth
607,USA
608,"Portland, OR"
609,"Louisiana, USA"
610,United States
611,"San Diego, CA"
612,"Atlanta, GA"
613,Georgia 
614,"New York, NY"
615,"New York, NY"
616,OKC
617,"San Diego, CA"
618,"Pittsburgh, PA"
619,"Madison, WI 53703"
620,"Houma, LA"
621,NL
622,"Portsmouth, England"
623,Oklahoma
624,San Diego 
625,Chicago
626,Suffolk
627,USA
628,#TrumpPence16 #TrumpsArmy
629,"Agoura Hills, Ca"
630,"North Pole, AK"
631,Cashiers NC
632,"Philadelphia, PA"
633,United States
634,"New York, NY"
635,"Texas, USA-Ohio USA"
636,"Portland, OR"
637,Wish you were here.
638,"Nashua, NH"
639,"Los Angeles, CA"
640,Kansas City
641,"Portland, OR"
642,"New Jersey, USA"
643,Chocowinity NC
644,"East Village, duh."
645,USA
646,Detroit
647,Land of Aaaz
648,"Galveston, TX"
649,"Richmond, VA"
650,"Tennessee, USA"
651,"Ohio, USA"
652,West Central Florida
653,Texas
654,"Las Vegas, NV"
655,"Atlanta, GA"
656,"Nigeria, kogi state"
657,USA
658,"North Las Vegas, NV"
659,California 
660,"Cheverly, MD"
661,USA
662,"Hanga Roa, Easter Island "
663,United States
664,Snapchat: delontedeclou
665,"Lewisville, TX"
666,NYC
667,"Lisbon, WI"
668,louisiana
669,wnc
670,"Atlanta, GA"
671,USA
672,atlanta
673,"Massachusetts, USA"
674,#TGDN  #TCOT
675,"Beaverton, Oregon"
676,"Las Vegas, NV "
677,Parts Unknown
678,USA
679,"Texas, USA"
680,Texas | NW Arkansas 
681,"Texas, USA"
682,USA
683,United States of America
684,Everywhere
685,"Georgia, USA"
686,"New Hampshire, USA"
687,"Palm Springs, CA"
688,New Jeresy
689,"Georgia, USA"
690,"North Pole, AK"
691,"California, USA"
692,man room
693,Go Hoosiers and Colts
694,United States
695,"Victoria, Australia"
696,Texas
697,"Boston, MA"
698,"Cheyenne, WY"
699,Henderson NV
700,"Seaview, Cascadia"
701,Colorado
702,USA
703,"Niwot, CO"
704,The U.S. of A. 
705,"Florida, USA"
706,"Mississippi, USA"
707,"Calgary, Alberta"
708,Tennessean
709,Everywhere
710,"Colorado, USA"
711,"Michigan, USA"
712,California
713,"Beverly Hills, CA"
714,the Charleston
715,America
716,"Indiana, USA"
717,"New York, USA"
718,Heavanian
719,"McKinney, TX"
720,USA
721,1st gen/Spanish/USA
722,Hollywood Florida
723,"Golden, CO"
724,"Austin, TX"
725,USA
726,Oklahoma/Kansas 
727,"Ohio, USA"
728,"Kadky, stanbul"
729,America..USA
730,"Portland, OR"
731,Iraq 06-08 US NAVY DIRT SAILOR
732,"Lexington, KY"
733,"Oklahoma, USA"
734,Apparently Everywhere
735,the dumpster behind Wendy's
736,SoCal
737,Vince Lombardi
738,United States
739,"Indiana, USA"
740,"California, USA"
741,New York
742,"Branson, MO"
743,"Louisville, Ky"
744,Pennsylvania
745,United States of America
746,Beautiful Hills of California
747,Midcoast Maine
748,Heavanian
749,"Greenwich, CT"
750,"Washington, USA"
751,Pittsburgh Born 
752,"Nevernever Land, PA"
753,United Kingdom
754,California
755,Unfettered
756,Lansing/New Orleans
757,"yorktown, ny and NYC"
758, California
759,Paris
760,"Forest Hills,NY"
761,"Medicine Hat , Alberta "
762,Georgia
763,United States
764,"I Don't Follow The Crowd, USA"
765,Boston/Myrtle Beach/ Las vegas
766,"Arizona, USA"
767,"Maldives, Male' City"
768,"Texas, USA"
769,"Salem, OR"
770,"Maldives, Male' City"
771,"Maldives, Male' City"
772,"Trump Nation, USA"
773,"Ponte Vedra Beach, FL"
774,"Indiana, USA"
775,The Desert of the SW
776,"Colorado, USA"
777,United States
778,Bergen County NJ
779,"Springfield, IL, USA"
780,"New York, NY"
781,"Kentucky, USA"
782,Otomo Records/LCG Records
783, 86.4N 166.3W
784,United States
785,"Rancho Cucamonga, CA"
786,United States
787,"California, USA"
788,Jus' setting here
789,"New York, NY"
790,"McLean, VA"
791,#Trump2016
792,"Burlingame, CA"
793,On a much higher plain
794,SoCal
795,"New York, USA"
796,"Alaska, USA"
797,United States
798,"Massachusetts, USA"
799,"North Carolina, USA"
800,South Jersey
801,"Washington, DC & NYC"
802,"California, USA"
803,"Tampa, FL"
804,commonsense USA
805,AZ
806,"Your Street, USA"
807,"Spring, TX"
808,"Michigan, USA"
809,Philadelphia  Harrisburg 
810,Orlando/Birmingham
811,"Las Vegas, NV"
812,"Lexington, KY"
813,Unknown
814,"Hot Springs, Ar"
815,United States
816,Around
817,The Internet
818,Detroit
819,New York
820,Refreshment Room at Bletchley
821,North Texas
822,CA-DC
823,Democrats Free America
824,nyc
825,United States
826,"Fairhope, Alabama"
827,"Sarasota,FL /Shelton,CT"
828,"Oklahoma City, OK"
829,USA
830,"Maryville, TN"
831,New York City
832,"Lemoore, CA"
833,"Land of 10,000 Lakes"
834,PA
835,Colorado
836,Dallastx
837,"Albuquerque, NM"
838,United States
839,Watch Movie Trailers Below
840,Michigan
841,"Cheverly, MD"
842,"McLean, VA"
843,"Texas, USA"
844,"Ohio & Florida, USA"
845,"Ohio, USA"
846,Georgia
847,United States
848,"Essexville, Michigan"
849,United States
850,In the middle!
851,"Walkers Forge, NJ"
852,Chicago
853,"Stockton, CA"
854,NJ
855,USA
856,"Cardnation, Kentucky"
857,Trump Nation! 
858,|LIU POST MT '19| 
859,"Oklahoma City, OK"
860,USA
861,Bookmarks & Following-on-Mute
862,North Korea
863,"Raleigh, NC"
864,"Connecticut, USA"
865,AZ
866,NYC & S.C.
867,Texas
868,Norcal
869,South Florida
870,"Seattle, WA"
871,Mendocino County CA USA
872,Auburn University
873,"Stockton, CA"
874,New York
875,grumpyville
876,Underneath It All
877,chicago
878,Eastern Ontario
879,"Croton on Hudson, NY"
880,"O'Fallon, IL"
881,Northeast Ohio
882,"Alexandrria, Louisiana"
883,"Paragould, Arkansas"
884,Appalachia N-AL
885,somewhere
886,PA
887,Tennessee
888,NY State
889,Southern US
890,New York
891,Southern NH
892,"Florida, USA"
893,"Massachusetts, USA"
894,VETS AND LEO'S WELLCOME
895,United States
896,Texas
897,MI
898,"Georgia, USA"
899,Orygun
900,"Tarpon Springs, FL"
901,LOCAL ATL NEWS 4/28/00-4/28/15
902,#AllCatPack
903,United States
904,"Hattiesburg, MS"
905,United States
906,United States
907,Planet Earth
908,"Boston, MA"
909,Michigan
910,cyber space
911,Texas
912,America
913,"Oklahoma City, OK"
914,Seattle
915,"Grand Rapids, MI"
916,United States
917,U.S.A.
918,"York, PA"
919,somewhere
920,"New York, USA"
921,Nerdsville
922,Not in La La Liberal Land
923,"Florida, USA"
924,Trump Nation! 
925,Deep in the heart of Dixie 
926,"Maine, USA"
927,"New Jersey, USA"
928,"Houston, TX"
929,"Arkansas, USA"
930,"New Jersey, USA"
931,USA
932,"Katy, TX"
933,Close the Borders!
934,San Francisco
935,"Florida, USA"
936,United States
937,"Atlanta, GA"
938,"Atlanta, GA"
939,Minneapolis
940,Delaware
941,Vegas
942,"Vero Beach, FL"
943,"Montclare, Chicago"
944,"Washington, D.C."
945,Follow!
946,"every hood's , Bikini Bottom."
947,"Dallas, TX"
948,San Francisco
949,"Chicago, IL"
950,"Peoria, Arizona"
951,California
952,America..USA
953,"Oklahoma City, OK"
954,Georgia/Florida  
955,"Georgia, USA"
956,PA
957,Lakecity MN
958,LEE'S SUMMIT MO
959,USA
960,United States
961,#GRID
962,A Heavenly Place 
963,"Newark, NY"
964,United States
965,England Essex Canvey Island
966,Georgia
967,United States
968,"Alexandrria, Louisiana"
969,Georgia/Florida  
970,"Golden, CO"
971,VA
972,"California, USA"
973,"Colorado, USA"
974,The Universe
975,Married#NeverHiLIARy#RTNoEnd't
976,"Washington, DC"
977,"Fort Worth, TX"
978,Bill Hick's Pancreas
979,In the woods of Arkansas
980,Somewhere Creating Change #CCC
981,"Lewisville, TX"
982,Virginia/Delaware
983,Illinois
984,en el Aire
985,U.S.A.
986,"Philadelphia, PA"
987,Trump Tower
988,"West Palm Beach, FL"
989,"boston, ma"
990,Hampshire/West Sussex
991,Los Angeles
992,Earth
993,"Philadelphia, PA"
994,USA
995,Mexico City
996,"Florida, USA"
997,"East Midlands, England"
998,Midcoast Maine
999,Michigan
1000,South Pole
1001,"Dallas, TX"
1002,"Dallas, Republic of Texas"
1003,Near Anti-Trumpers!
1004,"AK-Valley, PA"
1005,"North Carolina, USA"
1006,happy to be alive most days
1007,The World
1008,"Memphis, TN"
1009,North Carolina
1010,"Houma, LA"
1011,"Dallas, TX"
1012,Texas 
1013,"Iganga, Uganda"
1014,#fatherless #baltimore
1015,Arizona
1016,happy to be alive most days
1017,Follow!
1018,"Tennessee, USA"
1019,United States
1020,"North Port, FL"
1021,North East
1022,"Suwanee, GA"
1023,Im a nasty Dallas nigga 
1024,In Tzaneen SAfrica with CHRIST
1025,"South West, England"
1026,twitter
1027,"Davis Bound, Ca"
1028,England Essex Canvey Island
1029,Nebraska
1030,"Lake Hopatcong, NJ USA"
1031,"Arkansas, USA"
1032,Texas
1033,Georgia 
1034,"Deltona, FL"
1035,"Arkansas, USA"
1036,"Richmond, VA "
1037,"Arizona, USA"
1038,New York City
1039,"Washington, USA"
1040,Canada
1041,"Lewisville, TX"
1042,Middle Earth
1043,North East
1044,"Texas, USA"
1045,new jersey
1046,my home 
1047,United States
1048,USA
1049,Ca
1050,"Pennsylvania, USA"
1051,Toronto
1052,Florida
1053,"Your Street, USA"
1054,"Richmond, VA "
1055,New York
1056,Location: 1776 
1057,"Lawrenceville, GA"
1058,"Syracuse, NY  GO CUZE"
1059,USA
1060,kik and line: AnimeIsSwell
1061,"Bronx, NY"
1062,Mexico City
1063,kik and line: AnimeIsSwell
1064,Georgia
1065,Seattle but MN born & raised 
1066,"San Francisco, CA"
1067,"Florida, USA"
1068,"Harpers Ferry, WV"
1069,"London,ontario, CA"
1070,FELL OFF THE BIG BROWN TRUCK
1071,Location: 1776 
1072,"Odessa, TX 432"
1073,The World
1074,NJ
1075,United States
1076,Rangle Estates
1077,Georgia
1078,United States
1079,In the kitchen or at the range
1080,FELL OFF THE BIG BROWN TRUCK
1081,Oklahoma
1082,"Phoenix, AZ"
1083,London and Toronto Ontario
1084,"New Jersey, USA"
1085,"Central Point, Oregon"
1086,"Oklahoma City, OK"
1087,"California, USA"
1088, singing in the rAin  
1089,"Harpers Ferry, WV"
1090,"Encinitas, California"
1091,"Seattle, WA vicinity"
1092,Guayaquil Ecuador
1093,"North Windham, ME"
1094,Russia
1095,Waipahu
1096,United States
1097,Central Arkansas
1098,"Right of Center, FL"
1099,"Florida, USA "
1100,Long Island
1101,"Forsyth, GA"
1102,"Haddon Heights, NJ"
1103,"Las Vegas, Nevada"
1104,"Florida, USA"
1105,Southern California
1106,Missouri
1107,#AmericaFirst
1108,USA
1109,"Plano, TX"
1110,"Lowell, MA"
1111,MASSACHUSETTS
1112,U.S.
1113,42 Wallaby Way
1114,Colorado
1115,Basement of The Kremlin 
1116,Land of Aaaz
1117,"Florida, USA"
1118,somewhere
1119,Jersey
1120,North Carolina
1121, USA
1122,"Montgomery County, PA"
1123,Canada - USA
1124,"Arizona, USA"
1125,Russia
1126,"California, USA"
1127,Texas
1128,myrtle beach sc
1129,United States
1130,"Detroit, MI"
1131,"Dubuque, IA"
1132,"Lexington, KY"
1133,USA
1134,"Palm Beach Gardens, FL"
1135,New Jersey
1136,"Oklahoma, USA"
1137,Syracuse NY
1138,All Over The World
1139,Verona WI
1140,Saanichton BC
1141,USA
1142,USA
1143,"Brooklyn, NY"
1144,"Connecticut, USA"
1145,Central Pennsylvania
1146,"Houston, TX"
1147,Stuck in Stupidistan airport
1148,"Lowell, MA"
1149,MASSACHUSETTS
1150,Ca
1151,"NW Arkansas, USA "
1152,"Washington, DC"
1153,United States
1154,United States
1155,Where He leads me I follow 
1156,Oblast Orel & Kalvingrad
1157,Defending a crumbling ruin
1158,"Napoleon, OH"
1159,"Joliet, IL"
1160,"Sarasota, Florida"
1161,"Portland, OR"
1162,At Large in USA
1163,"Makaha, HI"
1164,USA
1165," New York, NY"
1166,"Detroit, MI"
1167,Planet Arous
1168,Maine
1169,"Las Vegas, NV"
1170,Nigeria Government 
1171,"Florida, USA"
1172,United States
1173,"Upstate, NY"
1174,"Pennsylvania, USA"
1175,"Maryland, USA"
1176,"Phoenix, AZ"
1177,Ca
1178,NM
1179,USA
1180,USA
1181,Cleveland
1182,"Houston, Texas"
1183,"Atlanta, GA"
1184,My heart lives in Tenochtitlan
1185,"Washington, DC"
1186,"Florida, USA"
1187,"Zootopia, CA"
1188,"New Orleans, LA"
1189,"Prattville, Alabama "
1190,USA
1191,United States
1192,A votre avis ?
1193,www.senseoncents.com
1194,maverick6942@gmail.com
1195,"Santa Cruz, CA"
1196," Born & Raised Midwood, Brooklyn now JerseyGurl "
1197,everywhere
1198,"NJ Native, NC, SC border now"
1199,"Vancouver, BC"
1200,"San Antonio, Texas"
1201,"Florida, USA"
1202,"kennesaw, ga"
1203,"Chicago, IL"
1204,"Washington, DC"
1205,USA
1206,MI
1207,California and Florida
1208,Long Island
1209,"Crystal River, Florida"
1210,N'n USA
1211,Arizona 
1212,"Kentucky, USA"
1213,Chapel Hill via Baltimore
1214,"Santa Cruz, Ca USA"
1215,A votre avis ?
1216,Detroit
1217,USA
1218,"Pennsylvania, USA"
1219,"Naples, FL"
1220,"Essexville, MI"
1221,"Ilesa, Osun State - Nigeria"
1222,Virginia USA
1223,Australia
1224,Oblast Orel & Kalvingrad
1225,NC
1226,USA
1227,"Buffalo, NY"
1228,"Lansing, Michigan"
1229,San Francisco
1230,U.S.
1231,"Raleigh, NC, USA"
1232,USA
1233,South-central PA
1234,"Fort Worth, TX/NY, NY"
1235,United States
1236,spokane wa
1237,"Wenatchee, WA"
1238,Texas
1239,"Westchester County, NY"
1240,"Jupiter, FL"
1241,"Las Vegas, NV"
1242,"Dallas, TX"
1243,Earth
1244,"Lexington, KY"
1245,Minneapolis
1246,Los Angeles
1247,Netherlands 
1248,CT to CA
1249,"Oklahoma, USA"
1250,"North Carolina, USA"
1251,Indiana
1252,"Miami, Fl"
1253,"Huntersville, NC , "
1254,"Texas, USA"
1255,My House
1256,"South Carolina, USA"
1257,Edmond OK
1258,Southwest Lower Michigan
1259,IN
1260,on a plane
1261,"Washington, USA"
1262,"COCONUT GROVE, FLORIDA"
1263,Minneapolis
1264,USA
1265,"San Antonio, Texas"
1266,"Belfast, Northern Ireland"
1267,VA
1268,"Pennsylvania, USA"
1269,Arizona
1270,New England
1271,Illinois
1272,United States
1273,"Sanger, CA"
1274,South-central PA
1275,Jew Jersey 
1276,"Victoria, BC"
1277,"Texas, USA"
1278,Panama
1279,"Missouri, USA"
1280,U.S.
1281,CyberSpace
1282,"Toledo, OH"
