"667" "<=33" "management" "married" "tertiary" "no" "Low" "no" "no" "cellular" "nov" 1 "unknown" "no"
"950" "<=33" "management" "divorced" "secondary" "no" "Low" "no" "no" "cellular" "aug" 3 "unknown" "no"
"1000" "<=33" "student" "single" "secondary" "no" "Low" "no" "no" "telephone" "may" 5 "failure" "no"
"1024" "<=33" "admin." "married" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1227" "<=33" "admin." "divorced" "secondary" "yes" "Low" "yes" "yes" "cellular" "may" 3 "other" "no"
"1274" "<=33" "services" "divorced" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1342" "<=33" "services" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1392" "<=33" "services" "single" "secondary" "no" "Low" "no" "no" "telephone" "jun" 1 "other" "no"
"1446" "<=33" "self-employed" "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 2 "unknown" "no"
"1478" "<=33" "services" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1488" "<=33" "entrepreneur" "married" "primary" "no" "Low" "yes" "no" "cellular" "nov" 2 "unknown" "no"
"1582" "<=33" "technician" "single" "tertiary" "no" "Low" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"1678" "<=33" "self-employed" "married" "tertiary" "no" "Low" "no" "no" "cellular" "may" 2 "unknown" "no"
"1721" "<=33" "blue-collar" "single" "secondary" "yes" "Low" "yes" "no" "unknown" "may" 3 "unknown" "no"
"1840" "<=33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "cellular" "jul" 1 "unknown" "no"
"1902" "<=33" "student" "single" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2001" "<=33" "blue-collar" "married" "primary" "no" "Low" "yes" "no" "cellular" "may" 1 "failure" "no"
"2139" "<=33" "technician" "single" "secondary" "no" "Low" "no" "yes" "cellular" "jul" 5 "unknown" "no"
"2153" "<=33" "services" "single" "secondary" "no" "Low" "no" "no" "cellular" "jul" 1 "unknown" "no"
"2157" "<=33" "services" "married" "secondary" "no" "Low" "yes" "no" "telephone" "jul" 9 "unknown" "no"
"2519" "<=33" "technician" "single" "secondary" "no" "Low" "no" "no" "cellular" "aug" 4 "unknown" "no"
"2535" "<=33" "housemaid" "married" "primary" "no" "Low" "no" "no" "cellular" "aug" 5 "unknown" "no"
"2597" "<=33" "technician" "married" "secondary" "no" "Low" "no" "no" "cellular" "feb" 2 "failure" "no"
"2622" "<=33" "blue-collar" "single" "unknown" "no" "Low" "yes" "no" "unknown" "jun" 12 "unknown" "no"
"2748" "<=33" "technician" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 2 "unknown" "no"
"2839" "<=33" "technician" "married" "secondary" "no" "Low" "yes" "no" "telephone" "aug" 2 "unknown" "no"
"2930" "<=33" "management" "single" "tertiary" "no" "Low" "yes" "no" "cellular" "jan" 4 "unknown" "no"
"2959" "<=33" "services" "married" "tertiary" "no" "Low" "yes" "yes" "unknown" "may" 1 "unknown" "no"
"3055" "<=33" "services" "single" "secondary" "no" "Low" "no" "no" "cellular" "jan" 2 "unknown" "no"
"3088" "<=33" "management" "single" "tertiary" "no" "Low" "yes" "no" "cellular" "feb" 3 "unknown" "no"
"3222" "<=33" "technician" "married" "secondary" "no" "Low" "no" "yes" "cellular" "aug" 4 "unknown" "no"
"3288" "<=33" "admin." "single" "secondary" "no" "Low" "yes" "no" "cellular" "may" 6 "other" "no"
"3296" "<=33" "technician" "divorced" "secondary" "no" "Low" "yes" "no" "cellular" "feb" 1 "failure" "no"
"3326" "<=33" "blue-collar" "single" "secondary" "no" "Low" "yes" "no" "unknown" "may" 2 "unknown" "no"
"3329" "<=33" "management" "single" "tertiary" "no" "Low" "yes" "no" "cellular" "may" 1 "unknown" "no"
"3351" "<=33" "admin." "married" "secondary" "no" "Low" "yes" "no" "cellular" "dec" 1 "failure" "no"
"3360" "<=33" "unemployed" "single" "secondary" "no" "Low" "no" "yes" "unknown" "jul" 1 "unknown" "no"
"3429" "<=33" "self-employed" "married" "tertiary" "no" "Low" "no" "no" "cellular" "jul" 3 "unknown" "no"
"3442" "<=33" "admin." "married" "secondary" "no" "Low" "yes" "yes" "cellular" "nov" 3 "unknown" "no"
"3453" "<=33" "admin." "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 5 "unknown" "no"
"3460" "<=33" "services" "single" "primary" "no" "Low" "yes" "no" "cellular" "may" 1 "unknown" "no"
"3651" "<=33" "self-employed" "single" "secondary" "no" "Low" "no" "no" "cellular" "jul" 1 "unknown" "no"
"3663" "<=33" "blue-collar" "married" "secondary" "no" "Low" "no" "no" "unknown" "jul" 1 "unknown" "no"
"3697" "<=33" "services" "single" "secondary" "no" "Low" "yes" "yes" "unknown" "may" 2 "unknown" "no"
"3765" "<=33" "unemployed" "married" "secondary" "no" "Low" "yes" "no" "cellular" "nov" 1 "unknown" "no"
"3822" "<=33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "unknown" "jun" 1 "unknown" "no"
"3826" "<=33" "technician" "married" "secondary" "yes" "Low" "yes" "yes" "cellular" "aug" 8 "unknown" "no"
"3988" "<=33" "services" "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 5 "unknown" "no"
"4078" "<=33" "blue-collar" "divorced" "secondary" "no" "Low" "yes" "no" "cellular" "jan" 1 "unknown" "no"
"4127" "<=33" "services" "single" "secondary" "no" "Low" "yes" "no" "cellular" "may" 1 "failure" "no"
"4135" "<=33" "blue-collar" "married" "secondary" "no" "Low" "yes" "yes" "unknown" "may" 2 "unknown" "no"
"4303" "<=33" "blue-collar" "single" "primary" "no" "Low" "yes" "no" "cellular" "apr" 1 "unknown" "no"
"106" "<=33" "management" "single" "tertiary" "no" "Medium" "yes" "no" "cellular" "apr" 2 "failure" "no"
"174" "<=33" "admin." "married" "secondary" "no" "Medium" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"282" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "cellular" "apr" 1 "unknown" "no"
"438" "<=33" "admin." "single" "secondary" "no" "Medium" "yes" "no" "cellular" "apr" 5 "other" "no"
"490" "<=33" "management" "married" "tertiary" "no" "Medium" "yes" "no" "cellular" "aug" 2 "unknown" "no"
"645" "<=33" "entrepreneur" "single" "tertiary" "no" "Medium" "yes" "yes" "cellular" "aug" 10 "unknown" "no"
"693" "<=33" "blue-collar" "single" "primary" "no" "Medium" "yes" "no" "unknown" "may" 1 "unknown" "no"
"726" "<=33" "management" "married" "tertiary" "no" "Medium" "yes" "no" "cellular" "may" 3 "other" "no"
"802" "<=33" "blue-collar" "single" "secondary" "no" "Medium" "yes" "no" "cellular" "apr" 1 "failure" "no"
"896" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "cellular" "may" 3 "unknown" "no"
"1299" "<=33" "student" "single" "secondary" "no" "Medium" "yes" "no" "cellular" "mar" 3 "unknown" "no"
"1353" "<=33" "student" "single" "secondary" "no" "Medium" "no" "no" "telephone" "jun" 9 "unknown" "no"
"1388" "<=33" "management" "single" "tertiary" "no" "Medium" "yes" "no" "cellular" "sep" 4 "failure" "no"
"1686" "<=33" "services" "married" "secondary" "no" "Medium" "yes" "yes" "cellular" "apr" 1 "unknown" "no"
"2010" "<=33" "blue-collar" "married" "primary" "no" "Medium" "yes" "no" "unknown" "jun" 2 "unknown" "no"
"2027" "<=33" "admin." "married" "secondary" "no" "Medium" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2209" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "cellular" "may" 1 "unknown" "no"
"2239" "<=33" "self-employed" "married" "tertiary" "no" "Medium" "yes" "no" "cellular" "feb" 3 "unknown" "no"
"2349" "<=33" "management" "single" "tertiary" "no" "Medium" "no" "no" "cellular" "aug" 2 "unknown" "no"
"2393" "<=33" "management" "married" "tertiary" "no" "Medium" "yes" "yes" "unknown" "may" 1 "unknown" "no"
"2463" "<=33" "services" "married" "tertiary" "no" "Medium" "yes" "no" "unknown" "may" 2 "unknown" "no"
"2482" "<=33" "management" "married" "tertiary" "no" "Medium" "no" "no" "cellular" "jul" 1 "unknown" "no"
"2650" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "cellular" "feb" 3 "unknown" "no"
"2793" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "unknown" "jun" 1 "unknown" "no"
"2802" "<=33" "technician" "single" "tertiary" "no" "Medium" "yes" "yes" "cellular" "aug" 1 "unknown" "no"
"3050" "<=33" "student" "single" "tertiary" "no" "Medium" "yes" "no" "cellular" "may" 1 "unknown" "no"
"3282" "<=33" "technician" "single" "secondary" "no" "Medium" "yes" "no" "cellular" "may" 2 "success" "no"
"3405" "<=33" "self-employed" "single" "tertiary" "no" "Medium" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"3477" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "yes" "no" "unknown" "may" 1 "unknown" "no"
"3649" "<=33" "technician" "single" "secondary" "no" "Medium" "yes" "no" "cellular" "may" 1 "unknown" "no"
"3690" "<=33" "technician" "married" "tertiary" "no" "Medium" "yes" "no" "cellular" "jun" 7 "failure" "no"
"3974" "<=33" "technician" "single" "secondary" "no" "Medium" "no" "no" "cellular" "jul" 5 "unknown" "no"
"4082" "<=33" "management" "single" "secondary" "no" "Medium" "yes" "no" "unknown" "jun" 11 "unknown" "no"
"4099" "<=33" "technician" "married" "secondary" "no" "Medium" "yes" "no" "cellular" "may" 1 "unknown" "no"
"4103" "<=33" "management" "married" "tertiary" "no" "Medium" "no" "no" "cellular" "aug" 4 "unknown" "no"
"4196" "<=33" "housemaid" "single" "tertiary" "no" "Medium" "no" "no" "cellular" "aug" 2 "unknown" "no"
"4471" "<=33" "technician" "single" "tertiary" "no" "Medium" "yes" "no" "unknown" "jun" 1 "unknown" "no"
"4520" "<=33" "blue-collar" "married" "secondary" "no" "Medium" "no" "no" "cellular" "feb" 4 "other" "no"
"728" "<=33" "student" "single" "unknown" "no" "High" "no" "no" "cellular" "aug" 1 "unknown" "no"
"878" "<=33" "management" "single" "tertiary" "no" "High" "no" "no" "cellular" "nov" 2 "unknown" "no"
"1011" "<=33" "student" "single" "secondary" "no" "High" "no" "no" "cellular" "aug" 2 "unknown" "no"
"1229" "<=33" "admin." "married" "secondary" "no" "High" "yes" "no" "cellular" "nov" 1 "unknown" "no"
"1251" "<=33" "management" "divorced" "secondary" "no" "High" "yes" "yes" "unknown" "jun" 1 "unknown" "no"
"1283" "<=33" "blue-collar" "married" "primary" "no" "High" "no" "no" "unknown" "may" 2 "unknown" "no"
"1585" "<=33" "services" "single" "tertiary" "no" "High" "yes" "no" "unknown" "may" 4 "unknown" "no"
"1604" "<=33" "technician" "married" "unknown" "no" "High" "no" "no" "cellular" "dec" 3 "success" "no"
"2008" "<=33" "technician" "single" "secondary" "no" "High" "yes" "no" "unknown" "jun" 2 "unknown" "no"
"2456" "<=33" "unemployed" "married" "secondary" "no" "High" "no" "no" "unknown" "jun" 2 "unknown" "no"
"2517" "<=33" "management" "married" "tertiary" "no" "High" "yes" "no" "cellular" "aug" 5 "unknown" "no"
"2903" "<=33" "student" "married" "secondary" "no" "High" "yes" "no" "cellular" "jan" 1 "unknown" "no"
"2999" "<=33" "management" "single" "tertiary" "no" "High" "no" "no" "cellular" "jul" 1 "unknown" "no"
"3201" "<=33" "student" "single" "unknown" "no" "High" "yes" "no" "unknown" "may" 1 "unknown" "no"
"3204" "<=33" "blue-collar" "married" "secondary" "no" "High" "yes" "no" "unknown" "may" 2 "unknown" "no"
"3458" "<=33" "management" "single" "tertiary" "no" "High" "yes" "no" "unknown" "may" 11 "unknown" "no"
"3798" "<=33" "technician" "single" "tertiary" "no" "High" "no" "no" "cellular" "apr" 3 "other" "no"
"3876" "<=33" "housemaid" "married" "secondary" "no" "High" "yes" "yes" "telephone" "jul" 3 "unknown" "no"
"4259" "<=33" "management" "single" "tertiary" "no" "High" "yes" "no" "unknown" "may" 1 "unknown" "no"
"4333" "<=33" "student" "single" "secondary" "no" "High" "no" "no" "cellular" "may" 2 "other" "no"
"4388" "<=33" "blue-collar" "married" "secondary" "no" "High" "yes" "yes" "cellular" "nov" 1 "failure" "no"
"4405" "<=33" "management" "married" "tertiary" "no" "High" "no" "no" "cellular" "aug" 1 "unknown" "no"
"10" "<=49&>33" "services" "married" "primary" "no" "Very-Low" "yes" "yes" "cellular" "apr" 1 "failure" "no"
"61" "<=49&>33" "blue-collar" "married" "primary" "no" "Very-Low" "no" "yes" "telephone" "jul" 3 "unknown" "no"
"124" "<=49&>33" "blue-collar" "married" "secondary" "no" "Very-Low" "no" "yes" "cellular" "jul" 2 "unknown" "no"
"163" "<=49&>33" "admin." "single" "secondary" "no" "Very-Low" "no" "yes" "unknown" "may" 3 "unknown" "no"
"322" "<=49&>33" "blue-collar" "married" "secondary" "no" "Very-Low" "no" "no" "cellular" "feb" 1 "unknown" "no"
"525" "<=49&>33" "services" "married" "secondary" "no" "Very-Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"563" "<=49&>33" "services" "married" "secondary" "no" "Very-Low" "yes" "no" "cellular" "may" 2 "unknown" "no"
"660" "<=49&>33" "management" "married" "tertiary" "no" "Very-Low" "yes" "no" "cellular" "jul" 2 "unknown" "no"
"846" "<=49&>33" "technician" "married" "secondary" "no" "Very-Low" "yes" "no" "cellular" "apr" 1 "unknown" "no"
"1118" "<=49&>33" "technician" "single" "tertiary" "no" "Very-Low" "yes" "no" "cellular" "may" 5 "failure" "no"
"1315" "<=49&>33" "services" "married" "primary" "yes" "Very-Low" "yes" "no" "unknown" "jun" 7 "unknown" "no"
"1366" "<=49&>33" "blue-collar" "married" "primary" "no" "Very-Low" "yes" "yes" "cellular" "jul" 4 "unknown" "no"
"1508" "<=49&>33" "management" "married" "tertiary" "no" "Very-Low" "no" "yes" "telephone" "jul" 1 "unknown" "no"
"1869" "<=49&>33" "management" "married" "primary" "no" "Very-Low" "yes" "yes" "cellular" "may" 1 "failure" "no"
"1925" "<=49&>33" "technician" "divorced" "secondary" "no" "Very-Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1959" "<=49&>33" "management" "single" "secondary" "yes" "Very-Low" "yes" "yes" "cellular" "jul" 4 "unknown" "no"
"2255" "<=49&>33" "unemployed" "married" "tertiary" "no" "Very-Low" "yes" "no" "unknown" "may" 7 "unknown" "no"
"2273" "<=49&>33" "technician" "divorced" "tertiary" "no" "Very-Low" "yes" "yes" "unknown" "may" 2 "unknown" "no"
"2274" "<=49&>33" "blue-collar" "married" "primary" "no" "Very-Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2976" "<=49&>33" "technician" "single" "tertiary" "no" "Very-Low" "yes" "no" "cellular" "may" 2 "unknown" "no"
"3215" "<=49&>33" "blue-collar" "married" "primary" "no" "Very-Low" "yes" "yes" "unknown" "jun" 1 "unknown" "no"
"4180" "<=49&>33" "blue-collar" "divorced" "secondary" "no" "Very-Low" "yes" "no" "unknown" "may" 2 "unknown" "no"
"4475" "<=49&>33" "blue-collar" "married" "primary" "no" "Very-Low" "yes" "no" "telephone" "jul" 1 "unknown" "no"
"7" "<=49&>33" "self-employed" "married" "tertiary" "no" "Low" "yes" "no" "cellular" "may" 1 "other" "no"
"22" "<=49&>33" "management" "divorced" "tertiary" "no" "Low" "no" "no" "cellular" "nov" 3 "unknown" "no"
"23" "<=49&>33" "services" "single" "secondary" "no" "Low" "no" "no" "unknown" "jun" 2 "unknown" "no"
"72" "<=49&>33" "entrepreneur" "divorced" "tertiary" "yes" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"101" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"120" "<=49&>33" "management" "divorced" "tertiary" "no" "Low" "no" "no" "unknown" "jun" 2 "unknown" "no"
"138" "<=49&>33" "management" "single" "tertiary" "no" "Low" "no" "no" "cellular" "feb" 1 "unknown" "no"
"152" "<=49&>33" "management" "single" "tertiary" "no" "Low" "yes" "yes" "cellular" "jul" 3 "unknown" "no"
"189" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 2 "failure" "no"
"255" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"257" "<=49&>33" "management" "married" "tertiary" "no" "Low" "no" "yes" "cellular" "jul" 2 "unknown" "no"
"314" "<=49&>33" "management" "married" "tertiary" "no" "Low" "no" "yes" "cellular" "aug" 2 "unknown" "no"
"331" "<=49&>33" "admin." "married" "secondary" "no" "Low" "no" "no" "cellular" "jul" 6 "unknown" "no"
"333" "<=49&>33" "admin." "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 4 "unknown" "no"
"386" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "cellular" "apr" 1 "unknown" "no"
"390" "<=49&>33" "services" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 3 "unknown" "no"
"443" "<=49&>33" "technician" "single" "secondary" "no" "Low" "no" "no" "cellular" "aug" 8 "unknown" "no"
"514" "<=49&>33" "management" "divorced" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 2 "unknown" "no"
"547" "<=49&>33" "self-employed" "married" "secondary" "yes" "Low" "no" "no" "cellular" "feb" 2 "unknown" "no"
"566" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "yes" "cellular" "jan" 1 "failure" "no"
"588" "<=49&>33" "self-employed" "married" "tertiary" "no" "Low" "yes" "yes" "cellular" "jul" 4 "unknown" "no"
"608" "<=49&>33" "technician" "divorced" "tertiary" "no" "Low" "no" "no" "cellular" "jul" 8 "unknown" "no"
"665" "<=49&>33" "blue-collar" "single" "secondary" "no" "Low" "yes" "no" "unknown" "may" 6 "unknown" "no"
"672" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "no" "cellular" "feb" 1 "failure" "no"
"676" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 4 "other" "no"
"709" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"743" "<=49&>33" "services" "married" "secondary" "no" "Low" "yes" "no" "cellular" "jun" 1 "other" "no"
"831" "<=49&>33" "management" "single" "tertiary" "no" "Low" "no" "no" "cellular" "sep" 1 "unknown" "no"
"894" "<=49&>33" "management" "single" "secondary" "no" "Low" "yes" "no" "cellular" "jan" 2 "failure" "no"
"972" "<=49&>33" "admin." "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"978" "<=49&>33" "self-employed" "married" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 4 "unknown" "no"
"1045" "<=49&>33" "unemployed" "married" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"1096" "<=49&>33" "technician" "married" "secondary" "no" "Low" "no" "no" "unknown" "jun" 1 "unknown" "no"
"1135" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "cellular" "jul" 1 "unknown" "no"
"1161" "<=49&>33" "blue-collar" "divorced" "secondary" "no" "Low" "no" "no" "unknown" "jun" 5 "unknown" "no"
"1220" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "telephone" "jul" 2 "unknown" "no"
"1368" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "no" "cellular" "aug" 4 "unknown" "no"
"1433" "<=49&>33" "unknown" "married" "primary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"1442" "<=49&>33" "unknown" "married" "unknown" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"1466" "<=49&>33" "services" "married" "secondary" "no" "Low" "yes" "no" "cellular" "jul" 5 "unknown" "no"
"1550" "<=49&>33" "self-employed" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 1 "unknown" "no"
"1572" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "yes" "no" "cellular" "may" 2 "other" "no"
"1603" "<=49&>33" "admin." "divorced" "secondary" "no" "Low" "yes" "no" "unknown" "may" 4 "unknown" "no"
"1630" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"1632" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "no" "no" "cellular" "jul" 3 "unknown" "no"
"1772" "<=49&>33" "management" "married" "tertiary" "no" "Low" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"1794" "<=49&>33" "admin." "divorced" "secondary" "no" "Low" "yes" "yes" "cellular" "aug" 2 "unknown" "no"
"1886" "<=49&>33" "technician" "married" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"1966" "<=49&>33" "management" "single" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 7 "unknown" "no"
"1967" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "yes" "no" "cellular" "jul" 1 "unknown" "no"
"1984" "<=49&>33" "technician" "single" "secondary" "no" "Low" "yes" "no" "cellular" "may" 2 "failure" "no"
"2091" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2184" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "yes" "cellular" "jul" 1 "unknown" "no"
"2198" "<=49&>33" "admin." "married" "secondary" "no" "Low" "yes" "yes" "unknown" "may" 1 "unknown" "no"
"2240" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "cellular" "nov" 6 "unknown" "no"
"2246" "<=49&>33" "technician" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 1 "unknown" "no"
"2306" "<=49&>33" "services" "divorced" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2345" "<=49&>33" "management" "married" "tertiary" "no" "Low" "yes" "no" "unknown" "jun" 13 "unknown" "no"
"2353" "<=49&>33" "admin." "married" "secondary" "no" "Low" "no" "no" "unknown" "sep" 1 "unknown" "no"
"2365" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 9 "unknown" "no"
"2446" "<=49&>33" "housemaid" "married" "tertiary" "no" "Low" "yes" "yes" "cellular" "jul" 3 "unknown" "no"
"2505" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "yes" "cellular" "jul" 50 "unknown" "no"
"2527" "<=49&>33" "management" "single" "tertiary" "no" "Low" "yes" "no" "cellular" "apr" 2 "unknown" "no"
"2595" "<=49&>33" "admin." "married" "secondary" "no" "Low" "yes" "yes" "cellular" "jul" 6 "unknown" "no"
"2713" "<=49&>33" "self-employed" "married" "primary" "no" "Low" "no" "no" "unknown" "jun" 3 "unknown" "no"
"2752" "<=49&>33" "technician" "single" "secondary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"2762" "<=49&>33" "blue-collar" "divorced" "secondary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"2850" "<=49&>33" "self-employed" "married" "secondary" "no" "Low" "yes" "yes" "cellular" "may" 4 "failure" "no"
"2856" "<=49&>33" "management" "single" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"2870" "<=49&>33" "services" "married" "secondary" "no" "Low" "yes" "no" "telephone" "jul" 3 "unknown" "no"
"2942" "<=49&>33" "admin." "single" "secondary" "no" "Low" "no" "yes" "cellular" "jul" 6 "unknown" "no"
"2965" "<=49&>33" "blue-collar" "married" "primary" "no" "Low" "no" "no" "cellular" "jul" 5 "unknown" "no"
"3048" "<=49&>33" "management" "single" "secondary" "no" "Low" "yes" "no" "cellular" "jan" 1 "unknown" "no"
"3100" "<=49&>33" "technician" "married" "secondary" "yes" "Low" "no" "no" "unknown" "jun" 1 "unknown" "no"
"3171" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "yes" "unknown" "may" 1 "unknown" "no"
"3189" "<=49&>33" "admin." "divorced" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 1 "unknown" "no"
"3192" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "no" "no" "unknown" "jun" 3 "unknown" "no"
"3242" "<=49&>33" "technician" "married" "secondary" "no" "Low" "no" "no" "unknown" "jun" 6 "unknown" "no"
"3268" "<=49&>33" "management" "married" "secondary" "no" "Low" "no" "no" "unknown" "jun" 3 "unknown" "no"
"3314" "<=49&>33" "services" "married" "primary" "no" "Low" "no" "no" "unknown" "jun" 1 "unknown" "no"
"3384" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "cellular" "may" 1 "unknown" "no"
"3394" "<=49&>33" "technician" "married" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 4 "unknown" "no"
"3404" "<=49&>33" "management" "married" "tertiary" "no" "Low" "no" "yes" "cellular" "jul" 3 "unknown" "no"
"3437" "<=49&>33" "blue-collar" "married" "secondary" "no" "Low" "yes" "no" "cellular" "apr" 3 "unknown" "no"
"3468" "<=49&>33" "management" "divorced" "tertiary" "no" "Low" "yes" "no" "unknown" "may" 2 "unknown" "no"
"3488" "<=49&>33" "entrepreneur" "married" "unknown" "no" "Low" "yes" "no" "telephone" "may" 3 "other" "no"
"3532" "<=49&>33" "management" "divorced" "tertiary" "no" "Low" "no" "no" "cellular" "aug" 2 "unknown" "no"
"3619" "<=49&>33" "admin." "married" "secondary" "no" "Low" "no" "no" "cellular" "jul" 2 "unknown" "no"
